id,description,categories,model,name,brand,url,avatar,image_additional1,image_additional2,image_additional3,image_additional4,price_b2c,price_b2b,TVA,quantity,gen,greutate,latime,lungime,varsta
4176,"Set magnetic de construit Carnival Plus 48 pieseSetul Carnival Plus de 48 de piese este o actualizare a unuia dintre cele mai bine vândute seturi. Acest nou set conține accesorii îmbunătățite și figuri noi. Include o bază robustă de tip crosshatch pe care se pot clădi forme de bâlci și alte construcții.Panourile cu clips hexagonale se rotesc pe verticală și orizontală. Cele două personaje sunt detașabile și au cască interschimbabilă (personajele din setul anterior erau fixate). O broșură cu instrucțiuni arată cum să construiești 13 atracții de bâlci diferite. Formele magnetice Magformers se fixează întotdeauna în siguranță. Magneți mici de neodim sunt sigilați în siguranță în interiorul fiecărei piese. Deoarece aceștia se rotesc datorită sistemului Magformers Rotating Magnets System (RMS), se conectează întotdeauna și nu se resping niciodată atunci când două piese sunt aduse împreună.Se pot realiza modele 2D și 3D într-o varietate nesfârșită. Confecționat din plastic ABS de înaltă calitate, super rezistent, sigur și durabil, fără BPA. În conformitate cu CE, ASTM și EN71.Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltând îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani.AVERTISMENT! Contraindicat copiilor sub 3 ani. Conține magneți! A se folosi sub directa supraveghere a unei persoane adulte.Producător: Magformers, Korea.","Jocuri||Outlet %","clics_703016","Set magnetic de construit Magformers, Carnival Plus, 48 piese","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-magformers-carnival-plus-48-piese-4176","https://cdnmpro.com/708224949/p/raw/2/set-magnetic-de-construit-magformers-carnival-plus-48-piese~11142.jpg","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-de-construit-magformers-carnival-plus-48-piese~11138.jpg","https://cdnmpro.com/708224949/p/raw/9/set-magnetic-de-construit-magformers-carnival-plus-48-piese~11139.jpg","https://cdnmpro.com/708224949/p/raw/0/set-magnetic-de-construit-magformers-carnival-plus-48-piese~11140.jpg","https://cdnmpro.com/708224949/p/raw/1/set-magnetic-de-construit-magformers-carnival-plus-48-piese~11141.jpg",513,,"tva21",9,"","1.2 kg",,"34 cm","3 - 6, 6 - 9"
7789,"Nano Clics Pentru micii constructori creativi Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 125 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri","clics_NC001","Nano Clics Pentru micii constructori creativi, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-micii-constructori-creativi-clicformers-7789","https://cdnmpro.com/708224949/p/raw/7/nano-clics-pentru-micii-constructori-creativi-clicformers~19637.jpg","https://cdnmpro.com/708224949/p/raw/8/nano-clics-pentru-micii-constructori-creativi-clicformers~19638.jpg","https://cdnmpro.com/708224949/p/raw/9/nano-clics-pentru-micii-constructori-creativi-clicformers~19639.jpg","https://cdnmpro.com/708224949/p/raw/0/nano-clics-pentru-micii-constructori-creativi-clicformers~19640.jpg","https://cdnmpro.com/708224949/p/raw/1/nano-clics-pentru-micii-constructori-creativi-clicformers~19641.jpg",72,,"tva21",12,"Baiat, Fata","0.2 kg",,"10 cm","6 - 9, 9+"
7790,"Nano Clics Pentru constructori creativi 250 piese Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 250 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Toate||De construit||STEM","clics_NC002","Nano Clics Pentru constructori creativi 250 piese, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-constructori-creativi-250-piese-clicformers-7790","https://cdnmpro.com/708224949/p/raw/2/nano-clics-pentru-constructori-creativi-250-piese-clicformers~19652.jpg","https://cdnmpro.com/708224949/p/raw/5/nano-clics-pentru-constructori-creativi-250-piese-clicformers~19645.jpg","https://cdnmpro.com/708224949/p/raw/6/nano-clics-pentru-constructori-creativi-250-piese-clicformers~19646.jpg","https://cdnmpro.com/708224949/p/raw/7/nano-clics-pentru-constructori-creativi-250-piese-clicformers~19647.jpg","https://cdnmpro.com/708224949/p/raw/8/nano-clics-pentru-constructori-creativi-250-piese-clicformers~19648.jpg",113,,"tva21",12,"Baiat, Fata","0.3 kg",,"20 cm","6 - 9, 9+"
7791,"Nano Clics Pentru constructori creativi 500 piese - Joc premiat Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 500 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri","clics_NC003","Nano Clics Pentru constructori creativi 500 piese, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-constructori-creativi-500-piese-clicformers-7791","https://cdnmpro.com/708224949/p/raw/6/nano-clics-pentru-constructori-creativi-500-piese-clicformers~19656.jpg","https://cdnmpro.com/708224949/p/raw/3/nano-clics-pentru-constructori-creativi-500-piese-clicformers~19653.jpg","https://cdnmpro.com/708224949/p/raw/4/nano-clics-pentru-constructori-creativi-500-piese-clicformers~19654.jpg","https://cdnmpro.com/708224949/p/raw/5/nano-clics-pentru-constructori-creativi-500-piese-clicformers~19655.jpg","https://cdnmpro.com/708224949/p/raw/7/nano-clics-pentru-constructori-creativi-500-piese-clicformers~19657.jpg",160,,"tva21",0,"Baiat, Fata","0.4 kg",,"20 cm","6 - 9, 9+"
7793,"Nano Clics Pentru constructii fantastice Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 125 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Toate||De construit||STEM","clics_NC004","Nano Clics Pentru constructii fantastice, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-constructii-fantastice-clicformers-7793","https://cdnmpro.com/708224949/p/raw/8/nano-clics-pentru-constructii-fantastice-clicformers~19668.jpg","https://cdnmpro.com/708224949/p/raw/5/nano-clics-pentru-constructii-fantastice-clicformers~19665.jpg","https://cdnmpro.com/708224949/p/raw/6/nano-clics-pentru-constructii-fantastice-clicformers~19666.jpg","https://cdnmpro.com/708224949/p/raw/7/nano-clics-pentru-constructii-fantastice-clicformers~19667.jpg","https://cdnmpro.com/708224949/p/raw/9/nano-clics-pentru-constructii-fantastice-clicformers~19669.jpg",72,,"tva21",12,"Baiat, Fata","0.3 kg",,"10 cm","6 - 9, 9+"
7794,"Nano Clics Pentru constructii fantastice 250 piese Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 250 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Toate||De construit||STEM","clics_NC005","Nano Clics Pentru constructii fantastice 250 piese, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-constructii-fantastice-250-piese-clicformers-7794","https://cdnmpro.com/708224949/p/raw/6/nano-clics-pentru-constructii-fantastice-250-piese-clicformers~19676.jpg","https://cdnmpro.com/708224949/p/raw/3/nano-clics-pentru-constructii-fantastice-250-piese-clicformers~19673.jpg","https://cdnmpro.com/708224949/p/raw/4/nano-clics-pentru-constructii-fantastice-250-piese-clicformers~19674.jpg","https://cdnmpro.com/708224949/p/raw/5/nano-clics-pentru-constructii-fantastice-250-piese-clicformers~19675.jpg","https://cdnmpro.com/708224949/p/raw/7/nano-clics-pentru-constructii-fantastice-250-piese-clicformers~19677.jpg",113,,"tva21",7,"Baiat, Fata","0.4 kg",,"20 cm","6 - 9, 9+"
7795,"Nano Clics Pentru construit animale salbatice 250 piese Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 250 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Toate||De construit||STEM","clics_NC006","Nano Clics Pentru construit animale salbatice 250 piese, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers-7795","https://cdnmpro.com/708224949/p/raw/3/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers~19683.jpg","https://cdnmpro.com/708224949/p/raw/0/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers~19680.jpg","https://cdnmpro.com/708224949/p/raw/1/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers~19681.jpg","https://cdnmpro.com/708224949/p/raw/2/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers~19682.jpg","https://cdnmpro.com/708224949/p/raw/4/nano-clics-pentru-construit-animale-salbatice-250-piese-clicformers~19684.jpg",113,,"tva21",6,"Baiat, Fata","0.4 kg",,"20 cm","6 - 9, 9+"
7796,"Nano Clics Pentru construit vehicule 250 piese Mai multă creativitate într-un pachet mai mic! Cu aceast set de construcție inovator și premiat, Clics invita o nouă generație de constructori să experimenteze lumea imaginativă a jocului de construcție. Seturile versatile au un sistem unic de clicuri, permițând construirea rapidă și ușoară, garantând ore întregi de distracție. Toate piesele se potrivesc perfect, pentru posibilități nelimitate. Ai chef de o nouă construcție? Nicio problemă, dezasamblezi construcția și o iei de la început. Amuzant, creativ și educativ. Nano Clics este conceput pentru a stimula în aceeași măsură imaginația copiilor dar și a adulților. Cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Nano Clics pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 250 de piese. Fabricat în Belgia din plastic și carton reciclat. Conform standardelor EN71. Vârsta recomandată + 8 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Toate||De construit||STEM","clics_NC007","Nano Clics Pentru construit vehicule 250 piese, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/nano-clics-pentru-construit-vehicule-250-piese-clicformers-7796","https://cdnmpro.com/708224949/p/raw/5/nano-clics-pentru-construit-vehicule-250-piese-clicformers~19695.jpg","https://cdnmpro.com/708224949/p/raw/8/nano-clics-pentru-construit-vehicule-250-piese-clicformers~19688.jpg","https://cdnmpro.com/708224949/p/raw/9/nano-clics-pentru-construit-vehicule-250-piese-clicformers~19689.jpg","https://cdnmpro.com/708224949/p/raw/0/nano-clics-pentru-construit-vehicule-250-piese-clicformers~19690.jpg","https://cdnmpro.com/708224949/p/raw/1/nano-clics-pentru-construit-vehicule-250-piese-clicformers~19691.jpg",113,,"tva21",12,"Baiat, Fata","0.4 kg",,"20 cm","6 - 9, 9+"
7797,"Joc de construit Clics Lumea dinozaurilor 6 in 1 Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clics permite copiilor să creeze aproape orice își imaginează, oferind piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Sub sloganul „Let’s Click & Play”, Clics reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Conține 141 de piese.Vârsta recomandată: +4 ani.Piesele și ambalajul sunt confecționate în întregime din plastic reciclat, fiind un produs sustenabil.AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics Toys, Belgia.","Jocuri","clics_CB189-04","Joc de construit Clics Lumea dinozaurilor 6 in 1, Clicstoys","Clicstoys","https://www.boribon.ro/cumpara/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys-7797","https://cdnmpro.com/708224949/p/raw/1/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys~19701.jpg","https://cdnmpro.com/708224949/p/raw/6/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys~19696.jpg","https://cdnmpro.com/708224949/p/raw/8/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys~19698.jpg","https://cdnmpro.com/708224949/p/raw/9/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys~19699.jpg","https://cdnmpro.com/708224949/p/raw/0/joc-de-construit-clics-lumea-dinozaurilor-6-in-1-clicstoys~19700.jpg",150,,"tva21",8,"Baiat, Fata","1 kg",,"22 cm","3 - 6, 6 - 9"
8393,"Set de cuburi magnetice Cubixx, 22 piese Descoperă universul creativității cu setul Cubixx magnetic - 22 piese! Acest set de blocuri magnetice pentru copii, oferă ore întregi de joacă educativă și creativă. Fie că ridică un castel, modelează o pasăre sau inventează ceva nou, copiii se vor bucura din plin să-și folosească imaginația. Cubixx stimulează creativitatea, dezvoltarea motorie fină, dar și gândirea logică, fiind un joc perfect pentru fetele și băieții pasionați de construcții. Fabricate din plastic durabil și non-toxic, piesele sunt sigure, ușor de curățat și compatibile cu alte seturi Cubixx – pentru distracție nelimitată! Este cadoul ideal pentru Crăciun, zile de naștere sau orice ocazie specială! Extensibil – compatibil cu alte seturi Cubixx pentru contrsucții din ce în ce mai complexe, pe măsură ce copilul crește. 🔐 Materiale durabile și non-toxice – plastic de înaltă calitate, fără BPAVârsta recomandată: +3 ani.AVERTISMENT! Contraindicat copiilor sub 3 ani. Conține magneți! A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri||Toate||Jucarii Montessori||Noutati","clics_501001","Set magnetic de construit Cubixx, 22 piese","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-cubixx-22-piese-8393","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-de-construit-cubixx-22-piese~100099768.jpg","https://cdnmpro.com/708224949/p/raw/1/set-magnetic-de-construit-cubixx-22-piese~100099771.jpg","https://cdnmpro.com/708224949/p/raw/4/set-magnetic-de-construit-cubixx-22-piese~100099774.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-cubixx-22-piese~100099777.jpg","https://cdnmpro.com/708224949/p/raw/0/set-magnetic-de-construit-cubixx-22-piese~100099780.jpg",115,,"tva21",1,"","0.5 kg",,"28 cm","3 - 6, 6 - 9"
8394,"Set STEM Cuburi magnetice de construit Cubixx, 64 piese Cu fiecare tren, morișcă sau lebădă pe care o construiesc, copiii învață să gândească, să creeze și să viseze – totul prin joacă. Setul include 64 de piese magnetice durabile, fabricate din plastic netoxic, ușor de curățat și complet sigure pentru joacă. Instrucțiunile incluse îi ajută pe copii să construiască modele diverse, dar pot crea și propriile lor structuri unice. Este o jucărie perfectă pentru educație STEM, fiind compatibilă cu alte seturi Cubixx, pentru joacă nelimitată! Ideal pentru cadouri de Crăciun, zile de naștere sau orice altă ocazie specială!Vârsta recomandată: +3 ani.AVERTISMENT! Contraindicat copiilor sub 3 ani. Conține magneți! A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri||Toate||Jucarii Montessori||Noutati","clics_501002","Set STEM magnetic de construit Cubixx, 64 piese","Clicstoys","https://www.boribon.ro/cumpara/set-stem-magnetic-de-construit-cubixx-64-piese-8394","https://cdnmpro.com/708224949/p/raw/2/set-stem-magnetic-de-construit-cubixx-64-piese~100099912.jpg","https://cdnmpro.com/708224949/p/raw/5/set-stem-magnetic-de-construit-cubixx-64-piese~100099915.jpg","https://cdnmpro.com/708224949/p/raw/8/set-stem-magnetic-de-construit-cubixx-64-piese~100099918.jpg","https://cdnmpro.com/708224949/p/raw/1/set-stem-magnetic-de-construit-cubixx-64-piese~100099921.jpg","",229,,"tva21",13,"","1 kg",,"46 cm","3 - 6, 6 - 9"
8395,"Blocuri magnetice pentru construcții nelimitate și învățare prin joacă Cu un număr impresionant de 85 de piese, acest set STEM deschide ușa către un univers de construcții complexe și figuri spectaculoase – de la bărci și viori, până la castele, animale, macarale sau creații fantastice imaginare. Construcțiile sunt rapide și sigure datorită magneților încorporați în fiecare piesă, iar dimensiunea lor este perfect adaptată mâinilor mici. Acest set Cubixx este nu doar o jucărie, ci un instrument educațional STEM, inspirat de principiile pedagogiei Montessori, care ajută copiii să învețe prin joacă activă, explorare și rezolvare de probleme. Piesele sunt realizate din plastic rezistent, durabil și netoxic, cu margini rotunjite pentru siguranța copiilor. Curățarea se face simplu, cu o lavetă umedă – fără griji pentru părinți. Ideal pentru cadouri de Crăciun, zile de naștere sau orice altă ocazie specială!Vârsta recomandată: +3 ani.AVERTISMENT! Contraindicat copiilor sub 3 ani. Conține magneți! A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri||Toate||Jucarii Montessori||Noutati","clics_501003","Blocuri magnetice Cubixx, 85 piese","Clicstoys","https://www.boribon.ro/cumpara/blocuri-magnetice-cubixx-85-piese-8395","https://cdnmpro.com/708224949/p/raw/9/blocuri-magnetice-cubixx-85-piese~100099939.jpg","https://cdnmpro.com/708224949/p/raw/2/blocuri-magnetice-cubixx-85-piese~100099942.jpg","https://cdnmpro.com/708224949/p/raw/5/blocuri-magnetice-cubixx-85-piese~100099945.jpg","https://cdnmpro.com/708224949/p/raw/8/blocuri-magnetice-cubixx-85-piese~100099948.jpg","",316,,"tva21",20,"","1.5 kg",,"52 cm","3 - 6, 6 - 9"
